user_id,RMSE,actual_rating,item_id,predicted_rating
196,1.0,3,242,4.0
186,2.0,3,302,1.0
166,2.0,1,346,3.0
278,0.0,5,603,5.0
284,0.0,4,304,4.0
25,0.663072071053,5,181,4.33692792895
20,0.665456709993,1,288,1.66545670999
57,1.0,5,304,4.0
189,0.0,4,512,4.0
241,0.0,2,690,2.0
127,1.0,5,229,4.0
225,0.771574822468,5,237,4.22842517753
225,0.0,5,480,5.0
162,0.0,4,25,4.0
32,0.0268507451148,3,294,3.02685074511
166,1.0,5,328,4.0
271,0.0,4,346,4.0
84,1.0,3,405,2.0
155,0.0122736952528,2,323,2.01227369525
172,0.424888853978,4,177,4.42488885398
44,0.327654195397,4,294,4.3276541954
99,0.0,4,79,4.0
38,0.341923232977,4,328,3.65807676702
251,0.0284645357418,2,748,1.97153546426
259,1.0,4,255,3.0
148,0.0,5,408,5.0
97,0.0,5,228,5.0
269,0.0,4,127,4.0
229,2.32973770705,1,328,3.32973770705
66,0.00123462933313,4,258,4.00123462933
275,0.0,4,98,4.0
189,0.0,5,520,5.0
219,1.33982397054,1,82,2.33982397054
302,1.0,2,322,3.0
33,0.0,3,872,3.0
154,0.0,4,357,4.0
302,1.66291940449,2,303,3.66291940449
187,0.486193887679,5,64,4.51380611232
200,0.0,5,304,5.0
23,0.013274461533,2,323,1.98672553847
133,0.0296010320249,3,751,2.97039896798
240,0.334023491738,3,879,2.66597650826
294,0.0,5,271,5.0
191,0.157488288121,4,302,4.15748828812
16,0.0,5,197,5.0
275,1.0,3,597,4.0
207,0.0,4,258,4.0
203,1.0,3,321,2.0
191,0.153793957082,4,286,4.15379395708
272,0.333525916486,5,12,4.66647408351
134,0.320671935813,3,286,2.67932806419
174,0.0,5,315,5.0
213,0.0,4,515,4.0
137,0.0,5,144,5.0
257,1.0,4,137,5.0
111,0.157793240165,4,328,4.15779324016
189,0.0,5,1060,5.0
187,0.0,4,210,4.0
269,1.0,5,246,4.0
25,0.0,4,357,4.0
290,0.0,5,50,5.0
189,0.0,4,526,4.0
264,0.149173844504,3,294,2.8508261555
63,0.0,2,289,2.0
54,0.0,5,742,5.0
224,0.0,4,77,4.0
281,1.0,2,338,3.0
129,0.0,1,873,1.0
45,0.0,4,25,4.0
230,1.0,4,680,5.0
128,0.0,5,603,5.0
21,1.0,2,222,3.0
231,0.666666666667,4,181,4.66666666667
152,1.01343113958,3,301,1.98656886042
230,0.0,5,742,5.0
282,0.497644724185,1,325,1.49764472418
78,0.999882526637,1,323,1.99988252664
171,1.0,4,292,5.0
70,1.0,4,217,5.0
245,0.350895372033,4,181,4.35089537203
107,1.0,3,333,4.0
226,0.660429439871,5,242,4.33957056013
173,1.49060760326,4,289,2.50939239674
97,0.321209358014,5,222,4.67879064199
117,1.0,5,268,4.0
101,0.319322501728,3,304,3.31932250173
181,2.0,2,762,4.0
165,0.0,4,216,4.0
181,1.0,4,121,5.0
208,0.0,5,216,5.0
205,2.0,3,304,5.0
192,0.513543093224,3,948,2.48645690678
189,0.0,5,20,5.0
146,0.0,5,1022,5.0
126,0.0,3,294,3.0
253,0.0,2,259,2.0
29,0.240887969891,3,245,3.24088796989
37,0.11141179851,4,288,3.88858820149
90,0.0,3,258,3.0
272,2.0,4,317,2.0
108,0.65690670553,4,100,4.65690670553
230,1.25,5,304,3.75
14,1.0,4,269,3.0
270,1.0,5,25,4.0
47,0.0,3,324,3.0
191,0.353182722982,3,751,2.64681727702
69,0.0,5,268,5.0
173,1.0,5,328,4.0
59,1.0,4,323,3.0
79,0.0,4,50,4.0
