user_id,RMSE,actual_rating,item_id,predicted_rating
196,0.86317646898,3,242,3.86317646898
186,0.826236665073,3,302,3.82623666507
22,0.775093332769,1,377,1.77509333277
166,1.22347271871,1,346,2.22347271871
298,0.261826462533,4,474,3.73817353747
115,1.44640355455,2,265,3.44640355455
253,0.750029040233,5,465,4.24997095977
305,0.514393810408,3,451,3.51439381041
6,1.16295734356,3,86,4.16295734356
62,1.12491541878,2,257,3.12491541878
286,1.5224972613,5,1014,3.4775027387
200,1.06784952899,5,222,3.93215047101
210,0.301949595631,3,40,2.69805040437
224,0.0205337347393,3,29,3.02053373474
303,1.0,3,785,4.0
122,1.29202174297,5,387,3.70797825703
194,1.28949717307,2,274,3.28949717307
291,2.10466485407,4,1042,1.89533514593
167,0.460093284871,4,486,4.46009328487
299,1.0,4,144,5.0
291,0.801099784843,2,118,2.80109978484
308,0.357176616329,4,1,3.64282338367
95,1.01562274395,2,546,3.01562274395
38,0.673681068924,5,95,4.32631893108
102,1.0,2,768,1.0
63,0.194931634564,4,277,3.80506836544
160,0.744090135618,5,234,4.25590986438
50,1.28822178999,3,246,4.28822178999
301,0.380899459456,4,98,4.38089945946
225,0.43298093717,4,193,3.56701906283
290,0.268094791722,4,88,4.26809479172
97,0.974559959446,3,194,3.97455995945
157,0.754324670085,4,274,3.24567532991
278,0.304517185488,5,603,4.69548281451
276,2.53483596938,1,796,3.53483596938
10,0.591981852037,4,16,3.40801814796
284,0.469900746692,4,304,3.53009925331
201,1.05176222428,2,979,3.05176222428
276,0.98035885457,3,564,2.01964114543
287,0.93905453851,5,327,4.06094546149
246,0.806560983914,5,201,4.19343901609
242,0.484151928911,5,1137,4.51584807109
249,1.67661129866,5,241,3.32338870134
99,0.891586036444,5,4,4.10841396356
178,0.267717368529,3,332,3.26771736853
251,0.362967456871,4,100,4.36296745687
81,0.950904419691,2,432,2.95090441969
260,0.931362069399,4,322,3.0686379306
25,0.461255186365,5,181,4.53874481363
59,0.519840616836,5,196,4.48015938316
72,0.0,2,679,2.0
87,1.79414195841,4,384,2.20585804159
290,0.445127162479,5,143,4.55487283752
42,0.557402419595,5,423,4.4425975804
292,0.492157394213,4,515,4.49215739421
115,0.442555902795,3,20,3.44255590279
20,1.04723244892,1,288,2.04723244892
201,0.406802357969,4,219,4.40680235797
13,0.0,3,526,3.0
246,0.597394893461,4,919,4.59739489346
138,0.73892949752,5,26,4.26107050248
167,2.18215734264,1,232,3.18215734264
60,0.269788220755,5,427,4.73021177924
57,0.950461837923,5,304,4.04953816208
223,0.299561964516,4,274,3.70043803548
189,0.330846764565,4,512,4.33084676457
243,0.0436106601422,3,15,3.04361066014
92,1.0,1,1049,2.0
246,0.0400085585371,3,416,2.95999144146
194,0.3813070715,4,165,3.6186929285
241,0.743319578683,2,690,2.74331957868
178,0.108435277521,4,248,3.89156472248
293,0.0726140958036,3,5,3.0726140958
127,1.00534796942,5,229,3.99465203058
225,0.988795122587,5,237,4.01120487741
299,0.333881844378,3,229,3.33388184438
225,0.329449143581,5,480,4.67055085642
276,0.279793435531,3,54,3.27979343553
291,0.341207196225,5,144,4.65879280378
222,0.0134389784223,4,366,3.98656102158
267,0.912061140864,5,518,4.08793885914
42,0.269049168836,3,403,3.26904916884
11,0.29284074753,4,111,3.70715925247
95,0.0,4,625,4.0
8,1.3110787879,4,338,2.6889212121
162,0.263060466235,4,25,3.73693953376
87,0.08540364995,4,1016,3.91459635005
279,0.0,5,154,5.0
145,1.15080445012,2,275,3.15080445012
62,0.133420934647,4,498,4.13342093465
62,0.750079215797,3,382,3.7500792158
28,0.2097287588,4,209,4.2097287588
135,0.212593872725,4,23,4.21259387273
32,0.102149923182,3,294,3.10214992318
90,0.526048078982,5,382,4.47395192102
286,0.0,4,208,4.0
293,0.026232370164,3,685,2.97376762984
216,0.338589226656,4,144,4.33858922666
166,1.03088976877,5,328,3.96911023123
250,0.199582795583,4,496,3.80041720442
