user_id,RMSE,actual_rating,item_id,predicted_rating
196,0.8,3,242,3.8
186,1.0,3,302,4.0
22,1.15384615385,1,377,2.15384615385
166,2.0,1,346,3.0
298,1.0,4,474,3.0
115,2.0,2,265,4.0
253,0.0,5,465,5.0
305,0.5,3,451,3.5
6,1.0,3,86,4.0
62,0.714285714286,2,257,2.71428571429
286,2.0,5,1014,3.0
200,0.6,5,222,4.4
224,0.333333333333,3,29,3.33333333333
303,0.153846153846,3,785,3.15384615385
194,2.0,2,274,4.0
291,0.857142857143,4,1042,3.14285714286
234,0.5,2,1184,2.5
167,1.0,4,486,5.0
291,0.25,2,118,2.25
308,0.0,4,1,4.0
95,1.25,2,546,3.25
38,1.0,5,95,4.0
102,0.5,2,768,1.5
63,0.0,4,277,4.0
301,0.333333333333,4,98,4.33333333333
290,0.5,4,88,4.5
97,1.0,3,194,4.0
181,1.75,1,1081,2.75
278,0.0,5,603,5.0
276,2.08333333333,1,796,3.08333333333
10,0.794871794872,4,16,3.20512820513
284,0.0,4,304,4.0
201,1.2,2,979,3.2
276,0.962962962963,3,564,2.03703703704
287,0.5,5,327,4.5
242,1.03448275862,5,1137,3.96551724138
99,0.75,5,4,4.25
178,0.2,3,332,3.2
251,0.363636363636,4,100,4.36363636364
81,1.0,2,432,3.0
260,1.2,4,322,2.8
25,0.416666666667,5,181,4.58333333333
59,0.0,5,196,5.0
42,0.75,5,423,4.25
292,0.666666666667,4,515,4.66666666667
115,0.25,3,20,3.25
20,1.0,1,288,2.0
201,0.666666666667,4,219,4.66666666667
13,0.0,3,526,3.0
246,0.5,4,919,4.5
60,0.0,5,427,5.0
57,0.6,5,304,4.4
223,0.333333333333,4,274,3.66666666667
189,0.0,4,512,4.0
243,0.25,3,15,3.25
92,1.52,1,1049,2.52
194,0.0,4,165,4.0
241,0.0,2,690,2.0
178,0.5,4,248,4.5
254,0.526315789474,3,1444,2.47368421053
293,0.2,3,5,3.2
127,0.5,5,229,4.5
225,0.785714285714,5,237,4.21428571429
299,0.0,3,229,3.0
225,0.333333333333,5,480,4.66666666667
276,0.333333333333,3,54,3.33333333333
291,0.0,5,144,5.0
222,0.659574468085,4,366,3.34042553191
42,0.166666666667,3,403,2.83333333333
11,0.333333333333,4,111,3.66666666667
8,2.5,4,338,1.5
162,0.25,4,25,3.75
87,0.0,4,1016,4.0
279,0.0,5,154,5.0
145,1.16666666667,2,275,3.16666666667
119,1.52631578947,5,1153,3.47368421053
62,0.0,4,498,4.0
62,0.8,3,382,3.8
135,0.0,4,23,4.0
32,0.130434782609,3,294,2.86956521739
90,0.5,5,382,4.5
286,0.0,4,208,4.0
293,0.2,3,685,2.8
166,0.8,5,328,4.2
271,0.5,5,132,4.5
160,0.0,5,174,5.0
265,0.75,4,118,3.25
42,0.444444444444,5,96,4.55555555556
168,0.5,5,151,4.5
110,0.333333333333,4,307,3.66666666667
271,0.285714285714,4,346,3.71428571429
279,0.454545454545,3,832,2.54545454545
237,1.0,4,514,3.0
94,0.425531914894,4,789,3.57446808511
194,1.0,2,385,3.0
72,1.5,5,195,3.5
222,1.25,5,750,3.75
250,0.4,3,264,2.6
224,0.333333333333,3,245,3.33333333333
82,1.5,3,135,4.5
262,0.333333333333,4,1147,3.66666666667
293,0.25,3,471,3.25
59,0.5,5,23,4.5
286,2.02325581395,5,379,2.97674418605
244,1.0,4,815,3.0
7,0.0,4,479,4.0
174,0.903225806452,1,368,1.90322580645
194,1.41666666667,2,1211,3.41666666667
82,1.31578947368,2,1134,3.31578947368
13,1.76923076923,2,836,3.76923076923
13,0.266666666667,4,272,4.26666666667
244,0.0,2,756,2.0
305,1.0,5,427,4.0
95,1.23076923077,2,787,3.23076923077
43,1.0,2,14,3.0
299,0.591836734694,4,955,3.40816326531
57,0.75,3,419,3.75
84,0.833333333333,3,405,2.16666666667
299,0.0,3,111,3.0
99,0.333333333333,3,268,3.33333333333
259,1.0,4,117,3.0
85,0.0,3,427,3.0
303,0.428571428571,4,919,4.42857142857
213,0.0,5,273,5.0
121,0.0,3,514,3.0
90,0.333333333333,5,98,4.66666666667
49,1.33333333333,2,559,3.33333333333
42,0.652173913043,3,794,3.65217391304
155,0.111111111111,2,323,2.11111111111
68,0.0,4,117,4.0
172,0.214285714286,4,177,4.21428571429
19,0.0,4,4,4.0
268,1.0,4,231,3.0
305,0.666666666667,2,117,2.66666666667
44,0.16,4,294,3.84
43,0.6,4,137,3.4
279,0.8,1,1336,1.8
298,0.0,3,281,3.0
279,2.65384615385,1,1240,3.65384615385
66,0.5,4,298,4.5
268,1.5,2,1035,3.5
99,0.117647058824,4,79,4.11764705882
13,0.454545454545,4,98,4.45454545455
26,0.666666666667,3,258,3.66666666667
7,0.0,4,455,4.0
222,0.0,4,755,4.0
119,0.636363636364,4,328,3.36363636364
213,0.666666666667,5,172,4.33333333333
276,0.285714285714,3,322,2.71428571429
94,0.128205128205,3,1217,2.87179487179
130,1.02325581395,4,379,2.97674418605
38,0.210526315789,4,328,3.78947368421
160,0.586206896552,3,719,2.41379310345
293,0.0,3,1267,3.0
26,0.0,2,930,2.0
130,0.2,4,216,3.8
92,0.755555555556,3,1079,2.24444444444
72,0.333333333333,4,48,4.33333333333
13,0.8,4,360,3.2
15,1.66666666667,2,405,3.66666666667
92,0.333333333333,3,77,3.33333333333
292,0.0,5,174,5.0
232,0.461538461538,5,483,4.53846153846
251,0.142857142857,2,748,1.85714285714
181,1.0,4,220,5.0
259,0.333333333333,4,255,3.66666666667
305,0.0,4,471,4.0
148,0.0,5,408,5.0
125,0.75,2,235,2.75
97,0.0,5,228,5.0
58,0.309523809524,4,1098,3.69047619048
83,0.5,4,234,4.5
90,0.888888888889,4,347,3.11111111111
272,1.0,5,178,4.0
194,0.545454545455,3,181,3.54545454545
125,1.0,4,478,5.0
110,0.840909090909,1,688,1.84090909091
299,0.25,4,14,4.25
269,0.357142857143,4,127,4.35714285714
6,0.416666666667,5,14,4.58333333333
303,0.5,5,69,4.5
16,2.0,1,944,3.0
276,0.279069767442,3,1091,2.72093023256
305,0.5,2,214,2.5
194,0.0,2,1028,2.0
91,0.375,2,323,2.375
294,0.0,4,109,4.0
286,1.0,4,171,5.0
200,0.0,5,318,5.0
229,1.8,1,328,2.8
178,0.4,4,568,4.4
303,1.14814814815,2,842,3.14814814815
62,0.333333333333,4,65,4.33333333333
207,0.0,3,591,3.0
92,1.0,4,172,5.0
36,1.74468085106,5,339,3.25531914894
63,1.5,3,242,4.5
250,0.125,4,7,3.875
14,0.4,3,98,3.4
299,0.1875,3,1018,3.1875
303,0.666666666667,3,815,2.33333333333
119,1.0,5,237,4.0
295,1.0,5,218,4.0
268,0.5,2,930,2.5
268,1.0,2,2,3.0
66,0.115384615385,4,258,3.88461538462
233,1.66666666667,5,202,3.33333333333
83,1.07692307692,4,623,2.92307692308
214,2.0,3,334,5.0
268,1.0,1,145,2.0
301,0.5,4,56,4.5
234,0.0,3,141,3.0
83,0.5,4,576,4.5
181,0.666666666667,2,264,2.66666666667
297,1.0,4,133,5.0
7,0.0,4,382,4.0
264,1.0,4,813,3.0
181,2.09523809524,1,872,3.09523809524
201,1.5,1,146,2.5
85,0.0,4,507,4.0
286,3.0,4,143,1.0
193,1.0,1,96,2.0
113,0.0,5,595,5.0
292,0.666666666667,5,11,4.33333333333
130,0.333333333333,3,1014,3.33333333333
275,0.666666666667,4,98,4.66666666667
189,0.5,5,520,4.5
219,1.4,1,82,2.4
123,0.0,3,427,3.0
119,1.1,5,222,3.9
222,0.0,4,118,4.0
302,1.14285714286,2,322,3.14285714286
301,1.0,5,79,4.0
201,1.92307692308,1,695,2.92307692308
13,1.5,3,198,4.5
145,0.916666666667,5,237,4.08333333333
201,1.81818181818,4,767,2.18181818182
296,0.0,5,705,5.0
42,0.166666666667,3,546,3.16666666667
33,0.0952380952381,3,872,3.09523809524
16,0.5,5,64,4.5
154,0.428571428571,4,357,4.42857142857
77,0.75,5,484,4.25
296,1.0,5,508,4.0
302,1.5,2,303,3.5
244,1.0,3,673,4.0
222,0.333333333333,4,77,3.66666666667
13,1.0,5,215,4.0
16,0.0,5,705,5.0
145,1.875,2,15,3.875
187,0.25,5,64,4.75
200,0.923076923077,5,304,4.07692307692
170,0.5,5,749,4.5
101,0.352941176471,3,829,2.64705882353
128,1.0,4,204,5.0
181,1.57142857143,1,1295,2.57142857143
184,0.0,3,153,3.0
184,1.0,5,321,4.0
94,0.714285714286,4,343,3.28571428571
128,0.0,4,508,4.0
23,0.266666666667,2,323,2.26666666667
301,0.0,3,227,3.0
301,0.333333333333,3,191,3.33333333333
112,2.11111111111,1,903,3.11111111111
82,1.0,3,183,4.0
222,1.0,3,724,4.0
308,0.444444444444,4,1197,3.55555555556
303,0.0,5,134,5.0
133,0.0,3,751,3.0
215,1.0,2,212,1.0
69,1.4375,5,256,3.5625
276,1.125,4,2,2.875
104,1.86363636364,1,984,2.86363636364
63,0.454545454545,3,1067,3.45454545455
267,1.25,4,410,2.75
13,0.5,5,56,4.5
240,0.333333333333,3,879,2.66666666667
286,1.0,2,237,3.0
294,0.5,5,271,4.5
