user_id,RMSE,actual_rating,item_id,predicted_rating
196,0.196937833333,3,242,3.19693783333
186,0.371242351735,3,302,2.62875764826
22,3.59003916934,1,377,4.59003916934
244,1.99635484881,2,51,3.99635484881
166,2.57655585395,1,346,3.57655585395
298,0.205179200527,4,474,3.79482079947
115,2.05378935095,2,265,4.05378935095
253,0.613496402439,5,465,4.38650359756
305,0.477472076236,3,451,3.47747207624
6,0.648050065668,3,86,3.64805006567
62,0.925542260632,2,257,2.92554226063
286,0.592229600902,5,1014,4.4077703991
200,0.577895513202,5,222,4.4221044868
210,2.47915744412,3,40,5.47915744412
224,0.0277700837265,3,29,3.02777008373
303,0.551588068684,3,785,3.55158806868
122,0.47478068331,5,387,4.52521931669
194,1.15373590247,2,274,3.15373590247
291,0.0120516137129,4,1042,4.01205161371
234,0.208264968601,2,1184,2.2082649686
119,0.655380294443,4,392,4.65538029444
167,1.27160111433,4,486,2.72839888567
299,0.950661460069,4,144,3.04933853993
291,2.04462369198,2,118,4.04462369198
308,0.302230546055,4,1,3.69776945395
95,1.41406496371,2,546,3.41406496371
38,1.45002897256,5,95,3.54997102744
102,0.471590832606,2,768,2.47159083261
63,1.11598707819,4,277,2.88401292181
160,1.05408702751,5,234,3.94591297249
50,0.0453833172911,3,246,3.04538331729
301,0.129101926467,4,98,3.87089807353
225,1.07760296752,4,193,5.07760296752
290,0.857298327331,4,88,3.14270167267
97,1.24656175569,3,194,4.24656175569
157,0.194188750114,4,274,4.19418875011
181,1.01609195402,1,1081,-0.016091954023
278,1.11462326022,5,603,3.88537673978
276,2.34652516593,1,796,3.34652516593
7,0.0834663676723,4,32,3.91653363233
10,0.589355806402,4,16,4.5893558064
284,0.748542861368,4,304,3.25145713863
201,0.728052451328,2,979,2.72805245133
276,0.306687792008,3,564,2.69331220799
287,0.244213377071,5,327,4.75578662293
246,2.59621586768,5,201,2.40378413232
242,0.122354800933,5,1137,4.87764519907
249,0.425346645046,5,241,4.57465335495
99,1.46050731735,5,4,3.53949268265
178,0.941828989509,3,332,3.94182898951
251,0.528503479337,4,100,3.47149652066
81,0.770786745937,2,432,2.77078674594
260,0.799168209701,4,322,4.7991682097
25,1.05292846728,5,181,3.94707153272
59,1.13119316582,5,196,3.86880683418
72,2.72521377171,2,679,4.72521377171
87,0.617246004556,4,384,4.61724600456
290,1.98544760527,5,143,3.01455239473
42,1.28838636605,5,423,3.71161363395
292,0.194896002633,4,515,4.19489600263
115,1.39576432806,3,20,4.39576432806
20,1.53543672297,1,288,2.53543672297
201,0.822916003204,4,219,3.1770839968
13,0.232536039972,3,526,2.76746396003
246,2.20857951336,4,919,1.79142048664
138,0.01706805421,5,26,4.98293194579
167,2.56853902147,1,232,3.56853902147
60,0.898401490411,5,427,4.10159850959
57,1.33767320908,5,304,3.66232679092
223,1.62805888356,4,274,2.37194111644
189,0.259713721341,4,512,3.74028627866
243,0.622471707843,3,15,3.62247170784
92,1.84228812123,1,1049,2.84228812123
246,0.478036427621,3,416,2.52196357238
194,0.783352563456,4,165,3.21664743654
241,1.1050130987,2,690,3.1050130987
178,0.507570338808,4,248,3.49242966119
254,0.714867238701,3,1444,3.7148672387
293,0.163186967598,3,5,2.8368130324
127,0.246140738252,5,229,4.75385926175
225,0.441278523247,5,237,5.44127852325
299,0.874539334715,3,229,3.87453933471
225,0.269305944276,5,480,4.73069405572
276,0.486840063559,3,54,3.48684006356
291,1.43628992913,5,144,3.56371007087
222,0.660516433593,4,366,3.33948356641
267,0.861027962956,5,518,4.13897203704
42,0.920238065581,3,403,3.92023806558
11,0.537566994446,4,111,3.46243300555
95,0.442920813742,4,625,3.55707918626
8,1.11979086623,4,338,5.11979086623
162,0.317597757731,4,25,3.68240224227
87,0.0772575145513,4,1016,4.07725751455
279,2.3009545057,5,154,2.6990454943
145,0.928939710859,2,275,2.92893971086
119,0.552461610611,5,1153,4.44753838939
62,1.43479042555,4,498,2.56520957445
62,0.162310891924,3,382,3.16231089192
28,0.398460249883,4,209,3.60153975012
135,1.23631430462,4,23,2.76368569538
32,0.324456915745,3,294,3.32445691574
90,0.274990395991,5,382,4.72500960401
286,0.623830748748,4,208,3.37616925125
293,0.13671262772,3,685,3.13671262772
216,0.261963992147,4,144,3.73803600785
166,1.37688721505,5,328,3.62311278495
250,0.612116604392,4,496,3.38788339561
271,1.32953803755,5,132,3.67046196245
160,1.50570004789,5,174,3.49429995211
265,0.336533625429,4,118,3.66346637457
198,0.501849636071,3,498,2.49815036393
42,1.47984742768,5,96,3.52015257232
168,1.8710418278,5,151,3.1289581722
110,1.36549058169,4,307,2.63450941831
58,0.15465945509,4,144,3.84534054491
90,0.319342921506,4,648,4.31934292151
271,0.0576111843892,4,346,3.94238881561
62,1.1348520335,3,21,4.1348520335
279,1.3620216472,3,832,4.3620216472
237,0.410669567851,4,514,4.41066956785
94,0.609341043567,4,789,3.39065895643
128,0.594916325763,3,485,3.59491632576
298,0.0465570074653,4,317,3.95344299253
44,1.6475950214,5,195,3.3524049786
264,0.399561773107,5,200,4.60043822689
194,1.2018361997,2,385,3.2018361997
72,1.42082971185,5,195,3.57917028815
222,1.36967441328,5,750,3.63032558672
250,1.94420066776,3,264,4.94420066776
41,0.662162435345,3,265,3.66216243535
224,0.21582007294,3,245,2.78417992706
82,0.861603483875,3,135,2.13839651612
262,1.35674568655,4,1147,2.64325431345
293,0.181301199339,3,471,3.18130119934
216,1.10013610292,3,658,4.10013610292
250,1.79852423939,3,140,4.79852423939
59,0.963686132811,5,23,4.03631386719
286,0.4421566799,5,379,4.5578433201
244,0.0303833010284,4,815,3.96961669897
7,0.158736914335,4,479,4.15873691433
174,4.41978361863,1,368,5.41978361863
87,0.0660957577462,4,274,4.06609575775
194,1.55841776797,2,1211,3.55841776797
82,0.448307670765,2,1134,2.44830767076
13,0.600351296722,2,836,2.60035129672
13,1.35826931444,4,272,2.64173068556
244,2.5412651723,2,756,4.5412651723
305,2.57915738382,5,427,2.42084261618
95,1.31455711316,2,787,3.31455711316
43,1.38625894112,2,14,3.38625894112
299,0.498740848547,4,955,3.50125915145
57,0.141482171789,3,419,3.14148217179
84,1.12852471035,3,405,4.12852471035
269,1.45749261281,4,504,2.54250738719
299,0.555654414783,3,111,3.55565441478
194,0.57563648744,4,466,3.42436351256
160,0.244318090961,4,135,3.75568190904
99,0.286628000272,3,268,3.28662800027
10,0.5653081057,4,486,4.5653081057
259,0.0317074400526,4,117,4.03170744005
85,0.500935519781,3,427,3.50093551978
303,0.11302721698,4,919,3.88697278302
213,0.0581100476864,5,273,5.05811004769
121,0.260635557308,3,514,3.26063555731
90,0.912340218467,5,98,4.08765978153
49,0.223008772228,2,559,2.22300877223
42,0.585439106026,3,794,3.58543910603
155,0.149116412714,2,323,2.14911641271
68,1.86068377683,4,117,2.13931622317
172,1.45796976256,4,177,2.54203023744
19,0.656705671111,4,4,3.34329432889
268,0.950081525139,4,231,3.04991847486
5,0.490828633503,3,2,2.5091713665
305,1.38369595468,2,117,3.38369595468
44,0.134790765392,4,294,4.13479076539
43,0.355195555228,4,137,3.64480444477
279,4.01133952121,1,1336,5.01133952121
80,1.09512032029,5,466,3.90487967971
254,1.54775757142,4,164,2.45224242858
298,1.91432274874,3,281,4.91432274874
279,2.02731761641,1,1240,3.02731761641
66,1.01731088231,4,298,2.98268911769
18,0.899995574228,3,443,3.89999557423
268,0.854362780883,2,1035,2.85436278088
99,1.08608359179,4,79,2.91391640821
13,1.59350907038,4,98,2.40649092962
26,0.836270059469,3,258,2.16372994053
7,0.0387441358484,4,455,3.96125586415
222,0.874302388412,4,755,3.12569761159
200,0.309151536198,5,673,4.6908484638
119,0.622598758688,4,328,4.62259875869
213,0.74796936562,5,172,4.25203063438
276,0.0101567935987,3,322,3.0101567936
94,0.301616401549,3,1217,2.69838359845
130,0.454551992991,4,379,4.45455199299
38,0.141539612983,4,328,3.85846038702
160,2.48405389722,3,719,5.48405389722
293,0.152813111097,3,1267,2.8471868889
26,1.08889680315,2,930,3.08889680315
130,0.075513142943,4,216,4.07551314294
92,0.475744395717,3,1079,2.52425560428
256,1.4787013359,4,452,5.4787013359
1,0.670706179199,4,61,3.3292938208
72,0.56938735848,4,48,3.43061264152
56,1.04185154979,3,755,4.04185154979
15,0.17306339652,2,405,2.17306339652
92,0.377885494353,3,77,3.37788549435
207,1.67913935634,2,476,3.67913935634
292,0.846033424552,5,174,4.15396657545
232,1.69427714604,5,483,3.30572285396
251,2.20677190018,2,748,4.20677190018
224,0.442719158989,3,26,2.55728084101
181,4.07493686527,4,220,-0.0749368652743
259,0.440712173063,4,255,4.44071217306
305,0.542122859485,4,471,3.45787714052
52,2.63250281014,3,280,5.63250281014
161,3.66417350037,5,202,1.33582649963
148,1.66883763922,5,408,3.33116236078
125,2.09458639599,2,235,4.09458639599
97,0.557305897499,5,228,4.4426941025
58,0.108025967574,4,1098,4.10802596757
83,1.04401059469,4,234,2.95598940531
90,0.707087761298,4,347,4.7070877613
272,0.695575271452,5,178,4.30442472855
194,0.545208174605,3,181,3.5452081746
125,1.2319259763,4,478,2.7680740237
110,3.20098059783,1,688,4.20098059783
299,1.16082910967,4,14,2.83917089033
151,1.05854801195,5,10,3.94145198805
269,2.1947622521,4,127,1.8052377479
6,1.49824156131,5,14,3.50175843869
54,1.51275391947,3,106,4.51275391947
303,1.39628423025,5,69,3.60371576975
16,4.75266856441,1,944,5.75266856441
301,0.93499858646,4,790,3.06500141354
276,0.157936671434,3,1091,2.84206332857
305,1.30175999131,2,214,3.30175999131
194,0.666550998799,2,1028,2.6665509988
91,2.91886086901,2,323,4.91886086901
87,0.595940440235,4,554,4.59594044024
294,0.486045650358,4,109,3.51395434964
286,0.579718715835,4,171,3.42028128416
200,1.32278286582,5,318,3.67721713418
229,1.10824527268,1,328,2.10824527268
178,0.244210842007,4,568,3.75578915799
303,1.52280623319,2,842,3.52280623319
62,0.856665179357,4,65,3.14333482064
207,0.0714914563183,3,591,2.92850854368
92,0.590579166257,4,172,3.40942083374
301,0.954794717727,4,401,3.04520528227
36,0.657254682405,5,339,4.3427453176
70,0.305021701582,3,746,3.30502170158
63,0.792959107223,3,242,2.20704089278
28,0.858976109507,3,201,3.85897610951
279,0.955591431748,4,68,3.04440856825
250,0.403627114364,4,7,3.59637288564
14,0.877890129538,3,98,3.87789012954
299,0.612716530882,3,1018,3.61271653088
194,0.102748924303,3,54,3.1027489243
303,0.293638313627,3,815,3.29363831363
119,0.940725996195,5,237,4.05927400381
295,0.232443672572,5,218,5.23244367257
268,1.01770291208,2,930,3.01770291208
268,0.837699195704,2,2,2.8376991957
66,0.932540918489,4,258,3.06745908151
233,0.176598539786,5,202,4.82340146021
83,0.209142622279,4,623,3.79085737772
214,1.25526595181,3,334,4.25526595181
192,1.77987200373,2,476,3.77987200373
100,1.13832924817,4,344,2.86167075183
268,1.88344109473,1,145,2.88344109473
301,0.11455464721,4,56,3.88544535279
307,1.60758725068,5,89,3.39241274932
234,0.246206350649,3,141,3.24620635065
83,0.201544914005,4,576,3.798455086
181,1.62936663483,2,264,0.370633365166
297,1.19876406835,4,133,2.80123593165
38,1.5239584358,5,153,3.4760415642
7,0.309244144151,4,382,3.69075585585
264,0.522335916396,4,813,4.5223359164
181,0.833611099429,1,872,0.166388900571
201,1.0621761658,1,146,2.0621761658
85,0.327825212494,4,507,3.67217478751
269,0.317201446439,3,367,2.68279855356
59,0.156415698104,3,468,3.1564156981
286,0.297835364182,4,143,3.70216463582
193,1.06057616699,1,96,2.06057616699
113,0.99069105932,5,595,4.00930894068
292,0.352328342876,5,11,4.64767165712
130,1.51535811748,3,1014,4.51535811748
275,2.04539922096,4,98,1.95460077904
189,1.14068989622,5,520,3.85931010378
219,2.93974662972,1,82,3.93974662972
218,1.85790248841,5,209,3.14209751159
123,0.204068144754,3,427,3.20406814475
119,0.84329381728,5,222,4.15670618272
158,0.267315028419,4,177,3.73268497158
